livre,chapitre,verset,similarite,notre_texte,texte_github
mg_45,4,8,0.92,Sambatra izay olona tsy hisain'i Jehovah heloka (Salamo 32:1-2).,"Sambatra izay olona tsy hisain'i Jehovah heloka (Sal. 32. 1, 2)."
mg_45,4,24,0.72,"fa ho antsika izay hanisana izany koa, dia isika izay mino Ilay nanangana an'i Jesoa Tompontsika tamin'ny maty,","fa ho antsika izay hanisana izany koa, dia isika izay mino Ilay nanangana an'i Jesosy Tompontsika tamin'ny maty,Izay natolotra noho ny fahadisoantsika ka natsangana indray ho fanamarinana antsika."
mg_45,9,3,0.95,"Fa efa saiky niriko aza ho voaozona* ho afaka tamin'i Kristy ny tenako mba hahavonjeko ny rahalahiko, havako araka ny nofo, [*Grika: anatema]","Fa efa saiky niriko aza ho voaozona ho afaka tamin'i Kristy ny tenako mba hahavonjeko ny rahalahiko, havako araka ny nofo, <n>[ Gr. anatema]</n>"
mg_45,9,12,0.94,dia nolazaina tamin-dravehivavy hoe: Ny zokiny hanompo ny zandriny (Genesisy 25:23),dia nolazaina tamin-dravehivavy hoe: Ny zokiny hanompo ny zandriny (Gen. 25. 23);
mg_45,9,13,0.92,"araka ny voasoratra hoe: ""Jakoba no tiako, fa Esao no halako"" (Malakia 1:2-3).","araka ny voasoratra hoe: Jakoba no tiako, fa Esao no halako (Mal. 1. 2, 3)."
mg_45,9,28,0.95,fa amin'ny fahatanterahana faingana no hanefan'i Jehovah ny teniny ambonin'ny tany (Isaia 10:22-23),"fa amin'ny fahatanterahana faingana no hanefan'i Jehovah ny teniny ambonin'ny tany (Isa. 10. 22, 23);"
mg_45,10,12,0.95,"Fa tsy misy hafa, na Jiosy na jentilisa*, fa iray ihany no Tompon'izy rehetra, sady manan-karena homeny izay rehetra miantso Azy Izy. [*Grika: Grika]","Fa tsy misy hafa, na Jiosy na jentilisa, fa iray ihany no Tompon'izy rehetra, sady manan-karena homeny izay rehetra miantso Ary Izy. <n>[Gr. Grika]</n>"
mg_45,11,8,0.94,"araka ny voasoratra hoe: Andriamanitra efa nanome azy fanahy sondrian-tory sy maso tsy hahita, ary sofina tsy hahare, mandraka androany(Isaia 29:10; Deoteronomia 29:3)","araka ny voasoratra hoe: Andriamanitra efa nanome azy fanahy sondrian-tory sy maso tsy hahita, ary sofina tsy hahare, mandraka androany(Isa 29. 10; Deo. 29. 3)"
mg_45,11,10,0.94,"Aoka ny masony ho jamba tsy hahita, Ary aoka hamokoka mandrakariva izy (Salamo 69:22-23).","Aoka ny masony ho jamba tsy hahita, Ary aoka hamokoka mandrakariva izy (Sal. 69. 22, 23)."
mg_45,11,14,0.94,"raha mba misy hahazoako hampialona ireo mifanapa-tsinay amiko*, mba hamonjeko ny sasany aminy. [*Grika: ny nofoko]","raha mba misy hahazoako hampialona ireo mifanapa-tsinay amiko, mba hamonjeko ny sasany aminy. <n>[ Gr. ny nofoko]</n>"
mg_45,11,15,0.94,"Fa raha ny fanariana azy no fampihavanana izao tontolo izao, tsy ho fitsanganana* amin'ny maty ny fandraisana azy? [*Grika: fiainana]","Fa raha ny fanariana azy no fampihavanana izao tontolo izao, tsy ho fitsanganana amin'ny maty ny fandraisana azy? <n>[ Gr. fiainana]</n>"
mg_45,11,27,0.90,"Ary izao no fanekeko aminy, raha manaisotra ny fahotany Aho (Isaia 59:20-21; Isaia 27:9).","Ary izao no fanekeko aminy, raha manaisotra ny fahotany Aho (Isa. 59. 20, 21; 27. 9)."
mg_45,12,20,0.81,"Fa raha noana ny fahavalonao, omeo hanina izy; raha mangetaheta izy, omeo hosotroiny; fa raha manao izany ianao, dia hanambatra vainafo ho eo an-dohany (Ohabolana 25:21-22).","Fa raha noana ny fahavalonao, omeo hanina izy; raha mangetaheta izy, omeo hosotroiny; fa raha manao izany ianao, dia hanambatra vainafo ho eo an-dohany (Oha. 25. 21, 22).Aza mety ho resin'ny ratsy ianao, fa reseo amin'ny soa ny ratsy."
mg_45,13,9,0.95,"Fa ny hoe: ""Aza mijangajanga, aza mamono olona, aza mangalatra, aza mitsiriritra zavatr'olona"" (Eksodosy 20:13-17), mbamin'izay didy hafa rehetra, dia samy efa ao anatin'izao teny izao hoe: ""Tiava ny namanao tahaka ny tenanao"" (Levitikosy 19:18).","Fa ny hoe: Aza mijangajanga, aza mamono olona, aza mangalatra, aza mitsiriritra zavatr'olona (Eks. 20. 13-17), mbamin'izay didy hafa rehetra, dia samy efa ao anatin'izao teny izao hoe: Tiava ny namanao tahaka ny tenanao (Lev. 19. 18)."
mg_45,14,16,0.91,Aoka ary tsy mba hotenenina ratsy* ny fahasoavana azonareo. [*Grika: hanaovana blasfemia; izahao Matio 9:3],Aoka ary tsy mba hotenenina ratsy ny fahasoavana azonareo. <n>[Gr. hanaovana blasfemia; izahao Mat.9.3]</n>
mg_45,14,21,0.94,"Fa tsara ny tsy mihinana hena, na misotro divay, na manao izay hahatafintohina* ny rahalahinao. [*Ampio hoe: ""na hahalavo, na hahalemy""]","Fa tsara ny tsy mihinana hena, na misotro divay, na manao izay hahatafintohina ny rahalahinao. <n>[ Ampio hoe: <n>[na hahalavo, na hahalemy]</n>"
mg_45,14,22,0.68,Ny finoana izay anananao dia hazony ho anao eo anatrehan'Andriamanitra. Sambatra izay tsy manameloka ny tenany amin'izay zavatra ekeny.,"Ny finoana izay anananao dia hazòny ho anao eo anatrehan'Andriamanitra. Sambatra izay tsy manameloka ny tenany amin'izay zavatra ekeny.Fa izay miahanahana dia meloka raha homana, satria tsy avy amin'ny finoana izany; fa ota izay rehetra tsy avy amin'ny finoana."
mg_45,15,10,0.92,"Ary hoy koa Izy: Miravoravoa. ry jentilisa, mbamin'ny olony (Deoteronomia 32:43).","Ary hoy koa Izy: Miravoravoa. ry jentilisa, mbamin'ny olony (Deo. 32. 43)."
mg_45,15,14,0.87,"Fa izaho koa, ry rahalahiko, dia matoky ny aminareo fa feno fahatsarana ianareo, dia feno ny fahalalana rehetra sady mahay mifananatra koa.","Fa izaho koa, ry rahalahiko, dia matoky ny aminareo fa feno fahatsarana ianareo sady mahay mifananatra koa."
mg_46,1,22,0.91,"fa ny Jiosy mila famantarana, ary ny jentilisa* mitady fahendrena, [*Grika: Grika]","fa ny Jiosy mila famantarana, ary ny jentilisa mitady fahendrena, <n>[ Gr. Grika]</n>"
mg_46,1,24,0.94,"fa amin'izay voantso kosa, na Jiosy na jentilisa*, dia Kristy, Izay herin'Andriamanitra sy fahendren'Andriamanitra. [*Grika: Grika]","fa amin'izay voantso kosa, na Jiosy na jentilisa, dia Kristy, Izay herin'Andriamanitra sy fahendren'Andriamanitra. <n>[ Gr. Grika]</n>"
mg_46,1,30,0.76,"Fa avy aminy no nanaovana anareo ho ao amin'i Kristy Jesoa, Izay nataon'Andriamanitra fahendrena sy fahamarinana sy fahamasinana ary fanavotana ho antsika,","Fa avy aminy no nanaovana anareo ho ao amin'i Kristy Jesosy, Izay nataon'Andriamanitra fahendrena sy fahamarinana sy fahamasinana ary fanavotana ho antsika,mba ho araka ny voasoratra hoe: Izay mirehareha, aoka Jehovah no ho reharehany (Jery. 9. 23)."
mg_46,2,16,0.94,Fa iza no nahafantatra ny sain'ny Tompo mba hampianatra Azy*? (Isaia 40:13). Fa izahay manana ny sain'i Kristy. [*Na: azy],Fa iza no nahafantatra ny sain'ny Tompo mba hampianatra Azy? (Isa. 40. 13). Fa izahay manana ny sain'i Kristy. <n>[ Na: azy]</n>
mg_46,7,29,0.95,"Fa izao no lazaiko, ry rahalahy: Efa fohy* ny andro, mba ho toy ny tsy manam-bady ny manana amin'izao sisa izao; [*Grika: nohafohezina]","Fa izao no lazaiko, ry rahalahy: Efa fohy ny andro, mba ho toy ny tsy manam-bady ny manana amin'izao sisa izao; <n>[ Gr. nohafohezina]</n>"
mg_46,9,5,0.95,"Moa tsy mahazo mitondra vady izay isan'ny mino* va izahay, tahaka ny Apostoly sasany koa sy ny rahalahin'ny Tompo ary Kefasy? [*Grika: anabavy]","Moa tsy mahazo mitondra vady izay isan'ny mino va izahay, tahaka ny Apostoly sasany koa sy ny rahalahin'ny Tompo ary Kefasy? <n>[ Gr. anabavy]</n>"
mg_46,10,9,0.94,"Ary aoka tsy haka fanahy ny Tompo* isika, tahaka ny nakan'ny sasany tamin'ireny fanahy Azy, ka matin'ny menarana ireny. [*Na: ""an'i Kristy""]","Ary aoka tsy haka fanahy ny Tompo isika, tahaka ny nakan'ny sasany tamin'ireny fanahy Azy, ka matin'ny menarana ireny. <n>[ Na: <n>[an'i Kristy]</n>"
mg_46,10,26,0.94,fa an'i Jehovah ny tany sy izay rehetra eo aminy (Salamo 24:1).,fa an'i Jehovah ny tany sy izay rehetra eo aminy (Sal. 24. 1).
mg_46,11,10,0.94,Izany no mahamety ny vehivavy hisaron-doha* noho ny amin'ny anjely. [*Grika: hanana fahefana eo amin'ny lohany],Izany no mahamety ny vehivavy hisaron-doha noho ny amin'ny anjely. <n>[Gr. hanana fahefana eo amin'ny lohany]</n>
mg_46,11,33,0.52,"Koa raha miangona hihinana ianareo, ry rahalahy, dia mifampiandrasa*. [*Na: mifampizarà]","Koa raha miangona hihinana ianareo, ry rahalahy, dia mifampiandrasa. <n>[ Na: mifampizarà]</n>Ary raha misy olona noana, aoka izy hihinana no an-tranony, mba tsy hiangonanareo ho fahamelohana. Ary ny zavatra sisa dia halahatro, rehefa tonga aho."
mg_46,12,7,0.94,Ary izy rehetra dia samy nomena ny fampisehoana* ny Fanahy hahasoa. [*Na: fisehoan'],Ary izy rehetra dia samy nomena ny fampisehoana ny Fanahy hahasoa. <n>[ Na: fisehoan']</n>
mg_46,14,4,0.94,Izay miteny amin'ny fiteny tsy fantatra dia mampandroso ny tenany; fa izay maminany kosa mampandroso ny fiangonana*. [*Grika: eklesia],Izay miteny amin'ny fiteny tsy fantatra dia mampandroso ny tenany; fa izay maminany kosa mampandroso ny fiangonana. <n>[ Gr. eklesia]</n>
mg_46,14,12,0.95,"Ary toy izany ihany koa ianareo: raha fatra-paniry ny zava-panahy, dia izay hampandroso ny fiangonana* no tadiavo indrindra. [*Grika: eklesia]","Ary toy izany ihany koa ianareo: raha fatra-paniry ny zava-panahy, dia izay hampandroso ny fiangonana no tadiavo indrindra. <n>[ Gr. eklesia]</n>"
mg_46,14,33,0.94,"Fa Andriamanitra tsy tompon'ny fikotranana, fa tompon'ny fiadanana. Araka ny fanaon'ny fiangonan*'ny olona masina rehetra, [*Grika: eklesia]","Fa Andriamanitra tsy tompon'ny fikotronana, fa tompon'ny fiadanana. Araka ny fanaon'ny fiangonan'ny olona masina rehetra, <n>[ Gr. eklesia]</n>"
mg_46,14,34,0.95,"dia aoka hangina ny vehivavy raha ao am-piangonana*; fa tsy avela hiteny izy, fa aoka hanoa tsara araka ny lazain'ny lalàna koa. [*Grika: eklesia]","dia aoka hangina ny vehivavy raha ao am-piangonana; fa tsy avela hiteny izy, fa aoka hanoa tsara araka ny lazain'ny lalàna koa. <n>[ Gr. eklesia]</n>"
mg_46,15,53,0.95,"Fa ity mety lo ity tsy maintsy hitafy ny tsy fahalovana, ary ity mety maty ity tsy maintsy hitafy ny tsy fahafatesana.","Fa ity mety lò ity tsy maintsy hitafy ny tsi-fahalòvana, ary ity mety maty ity tsy maintsy hitafy ny tsi-fahafatesana."
mg_46,15,54,0.23,"Fa rehefa mitafy ny tsy fahalovana ity mety lo ity ary mitafy ny tsy fahafatesana ity mety maty ity, dia ho tanteraka ny teny voasoratra hoe: Ny fahafatesana noresena ka levona* (Isaia 25:8). [*Grika: voatelina ka resy]","Fa rehefa mitafy ny tsi-fahalòvana ity mety maty ity, ary mitafy ny tsi-fahafatesana ity mety maty ity, dia ho tanteraka ny teny voasoratra hoe: Ny fahafatesana noresena ka levona (Isa. 25. 8). <n>[ Gr. voatelina ka resy]</n>"
mg_46,15,55,0.95,"Ry fahafatesana o, aiza ny fandresenao? Ry fahafatesana o, aiza ny fanindronanao? (Hosea 13:14).","Ry fahafatesana ô, aiza ny fandresenao? Ry fahafatesana ô, aiza ny fanindronanao? (Hos. 13. 14)."
mg_46,15,57,0.51,"Fa isaorana anie Andriamanitra, Izay manome antsika ny fandresena amin'ny alalan'i Jesoa Kristy Tompontsika.","Fa isaorana anie Andriamanitra, Izay manome antsika ny fandresena amin'ny alalan'i Jesosy Kristy Tompontsika.Koa amin'izany, ry rahalahy malalako, dia miorena tsara, aza miova, ary mahefà be mandrakariva amin'ny asan'ny Tompo, satria fantatrareo fa tsy foana tsy akory ny fikelezanareo aina ao amin'ny Tompo."
mg_46,16,13,0.93,"Miambena* ianareo, tomoera tsara amin'ny finoana, aoka hitombandahy, mahereza. [*Grika: miareta tory]","Miambena ianareo, tomoera tsara amin'ny finoana, aoka hitombandahy, mahereza. <n>[ Gr. miareta tory]</n>"
mg_46,16,22,0.90,"Raha misy tsy tia ny Tompo, aoka ho voaozona* izy. Maran ata**. [*Grika: anatema] [** Maran ata = Avy ny Tompontsika (?)]","Raha misy tsy tia ny Tompo, aoka ho voaozona izy. Maran ata. <n>[ Gr. anatema]</n> <n>[ Maran ata = Avy ny Tompontsika (?)]</n>"
mg_46,16,23,0.59,Ho aminareo anie ny fahasoavan'i Jesoa Kristy Tompo;,Ho aminareo anie ny fahasoavan'i Jesosy Kristy Tompo;ny fitiavako dia ao aminareo rehetra ao amin'i Kristy Jesosy. Amena.
mg_47,2,7,0.94,"ka dia aleo mamela heloka sy mampifaly azy kosa ianareo, fandrao dia resin*'ny fitomboan'alahelo izany olona izany. [*Grika: atelin']","ka dia aleo mamela heloka sy mampifaly azy kosa ianareo, fandrao dia resin'ny fitomboan'alahelo izany olona izany.<n>[Gr. atelin']</n>"
mg_47,4,10,0.94,"mitondra ny fahafatesan*'i Jesoa mandrakariva ao amin'ny tena izahay, mba haseho ao amin'ny tenanay koa ny fiainan'i Jesoa. [*Grika: ny famonoanana an']","mitondra ny fahafatesan'i Jesosy mandrakariva ao amin'ny tena izahay, mba haseho ao amin'ny tenanay koa ny fiainan'i Jesosy. <n>[Gr. ny famonoanana an']</n>"
mg_47,5,20,0.75,"Koa dia iraka* solon'i Kristy izahay, toa an'Andriamanitra mampangataka anay aminareo, solon'i Kristy izahay ka mangataka indrindra aminareo hoe: mihavàna amin'Andriamanitra anie ianareo. [*Grika: ambasadôro]","Koa dia iraka solon'i Kristy izahay, toa an'Andriamanitra mampangataka anay aminareo, solon'i Kristy izahay ka mangataka indrindra aminareo hoe: mihavàna amin'Andriamanitra anie ianareo.<n>[Gr. ambasadôra]</n>Izay tsy nahalala ota dia efa nataony ota hamonjy antsika, mba ho tonga fahamarinan'Andriamanitra ao aminy kosa isika."
mg_47,8,2,0.90,"fa tamin'ny fahoriana be nizahan-toetra azy no nitomboan'ny hafaliany, ary ny hamafin*'ny fahantrany no nampitombo ny haren'ny hitsim-pony**. [*Grika:halalin'] [** Na: fahafoizany]","fa tamin'ny fahoriana be nizahan-toetra azy no nitomboan'ny hafaliany, ary ny hamafin'ny fahantrany no nampitombo ny hitsim-pony. <n>[ Gr.halalin']</n> <n>[ Na: fahafoizany]</n>"
mg_47,8,23,0.70,"Raha ny amin'i Titosy, dia namako izy sady mpiara-miasa amiko ho anareo; ary ireo rahalahinay, dia iraky* ny fiangonana izy sady voninahitr'i Kristy. [*Grika:apostoly]","Raha ny amin'i Titosy, dia namako izy sady mpiara-miasa amiko ho anareo; ary ireo rahalahinay, dia iraky ny fiangonana izy sady voninahitr'i Kristy.<n>[Gr.apostoly]</n>Koa amin'izany asehoy aminy eo imason'ny fiangonana ny famantarana mahamarina ny fitiavanareo sy ny reharehanay ny aminareo."
mg_47,9,1,0.93,"Fa ny amin'ny fiantrana* ho an'ny olona masina, dia tsy misy tokony hanoratako aminareo; [*Grika: fanompoana]","Fa ny amin'ny fiantrana ho an'ny olona masina, dia tsy misy tokony hanoratako aminareo;<n>[Gr. fanompoana]</n>"
mg_47,9,7,0.94,"Aoka ny olona rehetra samy hanao araka izay inian'ny fony avy, tsy amin'ny alahelo, na amin'ny faneriterena; fa ny mpanome amin'ny fifaliana no tian'Andriamanitra.","Aoka ny olona rehetra samy hanao araka izay inian'ny fony avy, tsy amin'ny alahelo, na amin'ny faneriterena; fa ny mpanome amin'ny fifaliana no tian'Andriamanitra (Oha. 22. 8, LXX.)."
mg_47,10,17,0.63,"Fa izay mirehareha, dia aoka Jehovah no ho reharehany (Jeremia 9:23)","Fa izay mirehareha, dia aoka Jehovah no ho reharehany (Jery. 9, 23)Fa tsy izay midera tena no ankasitrahana, fa izay derain'ny Tompo."
mg_47,13,1,0.95,Izao no fanintelon'ny hankanesako aty aminareo. Amin'ny tenin'ny vavolombelona roa na telo no hanorenana mafy ny teny rehetra (Deoteronomia 19:15).,Izao no fanintelon'ny hankanesako atỳ aminareo. Amin'ny tenin'ny vavolombelona roa na telo no hanorenana mafy ny teny rehetra (Deo. 19. 15).
mg_48,1,2,0.91,"mbamin'ny rahalahy rehetra izay ato amiko, mamangy ny fiangonana* aty Galatia: [*Grika: eklesia]","mbamin'ny rahalahy rehetra izay ato amiko, mamangy ny fiangonana atỳ Galatia: <n>[ Gr. eklesia]</n>"
mg_48,1,7,0.95,"izay tsy filazantsara akory*, fa saingy misy ny sasany mampitabataba anareo ka ta-hamadika ny filazantsaran'i Kristy. [*Grika: anankiray koa]","izay tsy filazantsara akory, fa saingy misy ny sasany mampitabataba anareo ka ta-hamadika ny filazantsaran'i Kristy. <n>[ Gr. anankiray koa]</n>"
mg_48,1,8,0.93,"Fa na izahay, na anjely avy any an-danitra aza, no mitory filazantsara hafa aminareo afa-tsy* izay efa notorinay taminareo, aoka ho voaozona** izy. [*Na: manohitra] [** Grika: anatema]","Fa na izahay, na anjely avy any an-danitra aza, no mitory filazantsara hafa aminareo afa-tsy izay efa notorinay taminareo, aoka ho voaozona izy. <n>[ Na: manohitra]</n> <n>[ Gr. anatema]</n>"
mg_48,1,22,0.93,"ary tsy mbola fantatry ny fiangonana* any Jodia, izay ao amin'i Kristy, ny tarehiko. [*Grika: eklesia]","ary tsy mbola fantatry ny fiangonana any Jodia, izay ao amin'i Kristy, ny tarehiko. <n>[ Gr. eklesia]</n>"
mg_48,3,1,0.95,"Ry Galatiana adala, iza no nanimba* anareo; kanefa teo imasonareo indrindra no nanehoana marimarina an'i Jesoa Kristy voahombo tamin'ny hazo fijaliana? [*Grika: mamosavy]","Ry Galatiana adala, iza no nanimba anareo; kanefa teo imasonareo indrindra no nanehoana marimarina an'i Jesosy Kristy voahombo tamin'ny hazo fijaliana? <n>[ Gr. mamosavy]</n>"
mg_48,3,12,0.94,Ary ny lalàna tsy araka ny finoana; fa izay mahatandrina izany no ho velona aminy (Levitikosy 18:5).,Ary ny lalàna tsy araka ny finoana; fa izay mahatandrina izany no ho velona aminy (Lev. 18. 5).
mg_48,3,28,0.74,"Tsy misy intsony na Jiosy na Grika, na andevo na tsy andevo, na lahy sy vavy; fa iray ihany ianareo rehetra ao amin'i Kristy Jesoa.","Tsy misy intsony na Jiosy na Grika, na andevo na tsy andevo, na lahy sy vavy; fa iray ihany ianareo rehetra ao amin'i Kristy Jesosy.Fa raha an'i Kristy ianareo, dia taranak'i Abrahama sy mpandova araka ny teny fikasana."
mg_48,4,30,0.78,Nefa ahoana no lazain'ny Soratra Masina? Roahy io andevo-vavy io sy ny zananilahy; fa ny zanaky ny andevo tsy hiray lova amin'ny zanaky ny tsy andevo (Genesisy 21:10).,"Nefa ahoana no lazain'ny Soratra Masina? Roahy io andevo-vavy io sy ny zananilahy; fa ny zanaky ny andevo tsy hiray lova amin'ny zanaky ny tsy andevo (Gen. 21. 10).Ary amin'izany, ry rahalahy, tsy zanak'andevovavy isika, fa zanaky ny tsy andevo."
mg_48,5,12,0.94,Enga anie ka hiesotra* aza izay mampitabataba anareo. [*Na: hanakilema tena],Enga anie ka hiesotra aza izay mampitabataba anareo. <n>[ Na: hanakilema tena]</n>
mg_48,6,17,0.72,Amin'izao sisa izao aoka tsy hisy hanahirana ahy intsony; fa izaho mitondra ny marik'i Jesoa voatomboka eo amin'ny tenako.,"Amin'izao sisa izao aoka tsy hisy hanahirana ahy intsony; fa izaho mitondra ny marik'i Jesosy voatomboka eo amin'ny tenako.Ho amin'ny fanahinareo anie, ry rahalahy, ny fahasoavan'i Jesosy Kristy Tompontsika. Amena."
mg_49,1,1,0.95,"Paoly, Apostolin'i Kristy Jesoa noho ny sitrapon'Andriamanitra, mamangy ny olona masina any Efesosy, izay mahatoky* ao amin'i Kristy Jesoa: [*Na: mino an']","Paoly, Apostolin'i Kristy Jesosy noho ny sitrapon'Andriamanitra, mamangy ny olona masina any Efesosy, izay mahatoky ao amin'i Kristy Jesosy: <n>[ Na: mino an']</n>"
mg_49,1,22,0.75,"dia nampanaiky ny zavatra rehetra ho eo ambanin'ny tongony Izy ka nanao Azy ho Lohany manapaka ny zavatra rehetra ho an'ny fiangonana*, [*Grika: eklesia]","dia nampanaiky ny zavatra rehetra ho eo ambanin'ny tongony Izy ka nanao Azy ho Lohany manapaka ny zavatra rehetra ho an'ny fiangonana, <n>[ Gr. eklesia]</n>izay tenany, dia ny fahafenoan'izay mameno izao zavatra rehetra izao amin'ny rehetra."
mg_49,3,21,0.95,ho Azy anie ny voninahitra ao amin'ny fiangonana* sy ao amin'i Kristy Jesoa hatramin'ny taranaka farany indrindra mandrakizay mandrakizay. Amena. [* Grika: eklesia],ho Azy anie ny voninahitra ao amin'ny fiangonana sy ao amin'i Kristy Jesosy hatramin'ny taranaka farany indrindra mandrakizay mandrakizay. Amena. <n>[ Gr. eklesia]</n>
mg_49,4,22,0.94,"mba hialanareo ny toetrareo* taloha araka ny fitondran-tenanareo fahiny, izay mihasimba araka ny filan'ny fitaka; [*Grika: olonareo]","mba hialanareo ny toetrareo taloha araka ny fitondran-tenanareo fahiny, izay mihasimba araka ny filan'ny fitaka; <n>[ Gr. olonareo]</n>"
mg_49,4,31,0.65,Esory aminareo ny fo-lentika* rehetra sy ny fahavinirana sy ny fahatezerana sy ny fitabatabana sy ny fitenenan-dratsy ary ny lolompo rehetra; [*Grika: fangidiana],"Esory aminareo ny fo-lentika rehetra sy ny fahavinirana sy ny fahatezerana sy ny fitabatabana sy ny fitenenan-dratsy ary ny lolompo rehetra; <n>[ Gr. fangidiana]</n>ary aoka samy halemy fanahy amin'ny namany avy ianareo, ka hifampiantra sy hifamela heloka, tahaka ny namelan'Andriamanitra ny helokareo ao amin'i Kristy."
mg_49,5,23,0.94,"Fa ny lahy no lohan'ny vavy, dia tahaka an'i Kristy koa no Lohan'ny fiangonana*; ary Izy no mpamonjy ny tena. [*Grika: eklesia]","Fa ny lahy no lohan'ny vavy, dia tahaka an'i Kristy koa no Lohan'ny fiangonana; ary Izy no mpamonjy ny tena. <n>[ Gr. eklesia]</n>"
mg_49,5,24,0.94,Fa tahaka ny aneken'ny fiangonana* an'i Kristy no haneken'ny vavy ny lahy koa amin'ny zavatra rehetra. [*Grika: eklesia],Fa tahaka ny aneken'ny fiangonana an'i Kristy no haneken'ny vavy ny lahy koa amin'ny zavatra rehetra. <n>[ Gr. eklesia]</n>
mg_49,5,25,0.94,"Ianareo lehilahy, tiava ny vadinareo, dia tahaka ny nitiavan'i Kristy ny fiangonana* ka nanolorany ny tenany hamonjy azy, [*Grika: eklesia]","Hianareo lehilahy, tiava ny vadinareo, dia tahaka ny nitiavan'i Kristy ny fiangonana ka nanolorany ny tenany hamonjy azy, <n>[ Gr. eklesia]</n>"
mg_49,5,27,0.92,"mba horaisiny* ho an'ny tenany izany ho fiangonana** malaza tsy misy pentimpentina, na fiketronana, na izay toy izany, fa mba ho masina sady tsy misy tsiny izy. [*Grika: hatolony] [** Grika: eklesia]","mba horaisiny ho an'ny tenany izany ho fiangonana malaza tsy misy pentimpentina, na fiketronana, na izay toy izany, fa mba ho masina sady tsy misy tsiny izy. <n>[ Gr. hatolony]</n> <n>[ Gr. eklesia]</n>"
