livre,chapitre,verset,notre_texte,texte_github_concatene
mg_52,4,17,"ary rehefa afaka izany, dia isika izay velona ka mbola mitoetra no hakarina hiaraka aminy ho eny amin'ny rahona hitsena ny Tompo any amin'ny habakabaka; dia ho any amin'ny Tompo mandrakariva isika.","ary rehefa afaka izany, dia isika izay velona ka mbola mitoetra no hakarina hiaraka aminy ho eny amin'ny rahona hitsena ny Tompo any amin'ny habakabaka; dia ho any amin'ny Tompo mandrakariva isika.Koa dia mifampionòna ianareo amin'izany teny izany."
mg_53,1,11,"Ary izany no angatahinay mandrakariva ny aminareo, mba hataon'Andriamanitsika ho miendrika ny fiantsoana ianareo, ary hotanterahiny amin'ny hery ny fankasitrahana tsara rehetra sy ny asan'ny finoana,","Ary izany no angatahinay mandrakariva ny aminareo, mba hataon'Andriamanitsika ho miendrika ny fiantsoana ianareo, ary hotanterahiny amin'ny hery ny fankasitrahana tsara rehetra sy ny asan'ny finoana,mba hankalazaina ao aminareo ny anaran'i Jesosy Tompontsika, ary ianareo ao aminy kosa, araka ny fahasoavan'Andriamanitsika sy Jesosy Kristy Tompo."
mg_53,3,17,"Ity no veloma ataon'ny tanako, izaho Paoly; izao no famantarana eo amin'ny epistily rehetra; izao no soratro.","Ity no veloma ataon'ny tanako, izaho Paoly; izao no famantarana eo amin'ny epistily rehetra; izao no soratro.Ho aminareo rehetra anie ny fahasoavan'i Jesosy Kristy Tompontsika."
mg_54,1,19,"amin'ny itananao ny finoana sy ny fieritreretana tsara, izay efa narian'ny sasany, ka toy ny olona vaky sambo izy ny amin'ny finoana;","amin'ny itananao ny finoana sy ny fieritreretana tsara, izay efa narian'ny sasany, ka toy ny olona vaky sambo izy ny amin'ny finoana;naman'ireny Hymeneo sy Aleksandro, izay natolotro ho an'i Satana mba hofaizana tsy hiteny ratsy. <n>[ Gr. hanao blasfemia, izahao Mat. 9,3]</n>"
mg_54,2,14,"Ary tsy Adama no voafitaka, fa ny vehivavy no voafitaka, ka dia tonga mpanota.","Ary tsy Adama no voafitaka, fa ny vehivavy no voafitaka, ka dia tonga mpanota.Nefa hovonjena ihany izy amin'ny fiterahan-jaza, raha maharitra amin'ny finoana sy ny fitiavana ary ny fahamasinana mbamin'ny fahononan-tena."
mg_54,4,15,"Mazotoa hihevitra izany zavatra izany, dia mikeleza aina fatratra amin'izany, mba hiseho amin'ny olona rehetra ny fandrosoanao.","Mazotoa hihevitra izany zavatra izany, dia mikeleza aina fatratra amin'izany, mba hiseho amin'ny olona rehetra ny fandrosoanao.Tandremo ny tenanao sy ny fampianaranao, ka mahareta amin'izany; fa raha manao izany ianao, dia hamonjy ny tenanao sy izay mihaino anao."
mg_54,5,24,"Ny fahotan'ny olona sasany miharihary ka mialoha ho amin'ny fitsarana, fa ny an'ny sasany kosa manaraka ato aoriana.","Ny fahotan'ny olona sasany miharihary ka mialoha ho amin'ny fitsarana, fa ny an'ny sasany kosa manaraka ato aoriana.Ary miharihary toy izany koa ny asa tsara; ary izay tsy toy izany dia tsy ho azo afenina."
mg_54,6,20,"Ry Timoty, tehirizo ilay natolotra anao, ka mialà amin'ny fibedibedena foana sy ny fanoherana avy amin'izay atao hoe fahalalana, kanjo tsy izy,","Ry Timoty, tehirizo ilay natolotra anao, ka mialà amin'ny fibedibedena foana sy ny fanoherana avy amin'izay atao hoe fahalalana, kanjo tsy izy,izay neken'ny sasany, ka nania tamin'ny finoana izy. Ho aminareo anie ny fahasoavana."
mg_55,1,17,"fa raha tany Roma izy, dia nitady ahy fatratra ka nahita","fa raha tany Roma izy, dia nitady ahy fatratra ka nahita(ny Tompo anie hampahita azy famindram-po amin'ny Tompo amin'izay andro izay); ary ny hafatratry ny nanompoany ahy tany Efesosy dia fantatrao tsara."
mg_55,2,25,"mananatra ny mpanohitra amin'ny fahamoram-panahy; fa angamba Andriamanitra hanome azy fibebahana hahalalany tsara ny marina,","mananatra ny mpanohitra amin'ny fahamoram-panahy; fa angamba Andriamanitra hanome azy fibebahana hahalalany tsara ny marina,ka hody ny sainy ho afaka amin'ny fandriky ny devoly, izay nanao azy sambo-belona hanao ny sitrapony. <n>[ Na: ka hody ny sainy - ho afaka amin'ny fandriky ny devoly, izay nanao azy sambo-belona - hanao ny sitrapon'Andriamanitra; na: fa ataon'ny mpanompon'ny Tompo sambo-belona izay hanao ny sitrapon'Andriamanitra]</n>"
mg_55,3,16,"Izay soratra rehetra nomen'ny tsindrimandrin'Andriamanitra dia mahasoa koa ho fampianarana, ho fandresen-dahatra, ho fanitsiana izay diso, ho fitaizana amin'ny fahamarinana,","Izay soratra rehetra nomen'ny tsindrimandrin'Andriamanitra dia mahasoa koa ho fampianarana, ho fandresen-dahatra, ho fanitsiana izay diso, ho fitaizana amin'ny fahamarinana,mba ho tanteraka ny olon'Andriamanitra, ho vonona tsara ho amin'ny asa tsara rehetra."
mg_55,4,21,Mazotoa hankaty alohan'ny ririnina. Manao veloma anao Eobolo sy Poda sy Lino sy Klaodia mbamin'ny rahalahy rehetra.,Mazotoa hankatỳ alohan'ny ririnina. Manao veloma anao Eobolo sy Poda sy Lino sy Klaodia mbamin'ny rahalahy rehetra.Ho amin'ny fanahinao anie ny Tompo. Ho aminareo anie ny fahasoavana.
mg_56,1,15,Madio avokoa ny zavatra rehetra raha amin'ny olona madio; fa raha amin'ny olona voaloto sady tsy mino kosa dia tsy misy madio na inona na inona; fa voaloto na ny sainy na ny fieritreretany.,"Madio avokoa ny zavatra rehetra raha amin'ny olona madio; fa raha amin'ny olona voaloto sady tsy mino kosa dia tsy misy madio na inona na inona; fa voaloto na ny sainy na ny fieritreretany.Manaiky fa mahalala an'Andriamanitra izy, nefa mandà Azy amin'ny asany, dia olona vetaveta sady tsy manaraka ary olona tsy izy, izay tsy manao asa tsara na inona na inona."
mg_56,2,14,"Izay nanolotra ny tenany hamonjy antsika, mba hanavotany antsika ho afaka amin'ny ota rehetra, sy hanadiovany izay olona ho an'ny tenany, sady ho mazoto indrindra amin'ny asa tsara izany.","Izay nanolotra ny tenany hamonjy antsika, mba hanavotany antsika ho afaka amin'ny ota rehetra, sy hanadiovany izay olona ho an'ny tenany, sady ho mazoto indrindra amin'ny asa tsara izany.Izany no lazao sy ananaro ary andrarao amin'ny fahefana rehetra. Aza avela hisy hanao tsinontsinona anao."
mg_56,3,14,"Ary aoka ny antsika koa hianatra hanao asa tsara hahazoany izay ilainy, fandrao tsy hisy vokatra izy.","Ary aoka ny antsika koa hianatra hanao asa tsara hahazoany izay ilainy, fandrao tsy hisy vokatra izy.Manao veloma anao izay rehetra atỳ amiko. Manaova veloma izay rehetra tia anay amin'ny finoana. Ho aminareo rehetra anie ny fahasoavana."
mg_57,1,24,"sy Marka sy Aristarko sy Demasy ary Lioka, mpiara-miasa amiko.","sy Marka sy Aristarko sy Demasy ary Lioka, mpiara-miasa amiko.Ho amin'ny fanahinareo anie ny fahasoavan'i Jesosy Kristy Tompontsika. Amena."
mg_58,2,17,"Koa amin'izany dia miendrika mba hatao tahaka ny rahalahiny amin'ny zavatra rehetra Izy, mba ho Mpisoronabe mamindra fo sy mahatoky ny amin'Andriamanitra, mba hanaovany fanavotana noho ny heloky ny olona.","Koa amin'izany dia miendrika mba hatao tahaka ny rahalahiny amin'ny zavatra rehetra Izy, mba ho Mpisoronabe mamindra fo sy mahatoky ny amin'Andriamanitra, mba hanaovany fanavotana noho ny heloky ny olona.Fa satria nalaim-panahy ny tenany tamin'ny fahoriana nentiny, dia mahavonjy izay alaim-panahy koa Izy. <n>[ Na: satria nijaly ny tenany, raha nalaim-panahy izy]</n>"
mg_58,3,18,"Ary iza no nianianany fa tsy hiditra any amin'ny fitsaharany, afa-tsy izay tsy nanaiky?","Ary iza no nianianany fa tsy hiditra any amin'ny fitsaharany, afa-tsy izay tsy nanaiky?Ka dia hitantsika fa tsy nahazo niditra izy ireo noho ny tsi-finoany."
mg_58,4,15,"Fa isika tsy manana mpisoronabe izay tsy mahay miara-mitondra ny fahalementsika, fa Izay efa nalaim-panahy tamin'ny zavatra rehetra tahaka antsika, kanefa tsy nanana ota.","Fa isika tsy manana mpisoronabe izay tsy mahay miara-mitondra ny fahalementsika, fa Izay efa nalaim-panahy tamin'ny zavatra rehetra tahaka antsika, kanefa tsy nanana ota.Koa aoka isika hanatona ny seza fiandrianan'ny fahasoavana amin'ny fahasahiana, mba hahazoantsika famindram-po sy hahitantsika fahasoavana ho famonjena amin'izay andro mahory. <n>[ Gr. tandrifin'izany]</n>"
mg_58,5,13,"Fa izay rehetra mivelona amin'ny ronono dia tsy zatra amin'ny tenin'ny fahamarinana, satria mbola zaza-bodo.","Fa izay rehetra mivelona amin'ny ronono dia tsy zatra amin'ny tenin'ny fahamarinana, satria mbola zaza-bodo.Fa ho an'izay efa lehibe ny ventin-kanina, dia ho an'izay manana ny saina efa zatra nampiasaina tsara ka mahay manavaka ny tsara sy ny ratsy. <n>[ Na: tanteraka]</n>"
mg_58,6,19,izay ananantsika ho vatofantsiky ny aina sady mafy no tsy mihetsika ary miditra any anatin'ny efitra lamba;,"izay ananantsika ho vatofantsiky ny aina sady mafy no tsy mihetsika ary miditra any anatin'ny efitra lamba;tany no nidiran'i Jesosy ho Mpialoha antsika, rehefa tonga Mpisoronabe ""mandrakizay araka ny fanaon'i Melkizedeka"" Izy."
mg_58,7,27,"Izay tsy mila hanatitra fanatitra isan'andro tahaka ny ataon'ireny mpisoronabe ireny, voalohany noho ny otan'ny tenany, dia vao noho ny an'ny olona kosa; fa izany dia nataony indray mandeha ihany, raha nanatitra ny tenany Izy.","Izay tsy mila hanatitra fanatitra isan'andro tahaka ny ataon'ireny mpisoronabe ireny, voalohany noho ny otan'ny tenany, dia vao noho ny an'ny olona kosa; fa izany dia nataony indray mandeha ihany, raha nanatitra ny tenany Izy.Fa ny lalàna dia manendry olona izay manana fahalemena ho mpisoronabe; fa ny tenin'ny fianianana kosa, izay tato aorian'ny lalàna, dia manendry ny Zanaka, Izay notanterahina ho mandrakizay."
mg_58,9,27,"Ary tahaka ny nanendrena ny olona ny ho faty indray mandeha, ary rehefa afaka izany, dia hisy fitsarana,","Ary tahaka ny nanendrena ny olona ny ho faty indray mandeha, ary rehefa afaka izany, dia hisy fitsarana,dia tahaka izany koa Kristy, rehefa natolotra indray mandeha hitondra ny otan'ny maro, dia hiseho fanindroany, tsy amin'ota, amin'izay miandry Azy, ho famonjena."
mg_58,11,39,"Ary ireo rehetra ireo, na dia efa nahazo laza tsara noho ny finoana aza, dia tsy mba nandray ny teny fikasana,","Ary ireo rehetra ireo, na dia efa nahazo laza tsara noho ny finoana aza, dia tsy mba nandray ny teny fikasana,fa Andriamanitra efa namboatra izay tsara lavitra ho antsika, mba tsy hatao tanteraka ireo raha tsy efa mby eo koa isika."
mg_58,13,24,Manaova veloma amin'izay rehetra mpitondra anareo sy ny olona masina rehetra. Izay an'Italia dia manao veloma anareo.,Manaova veloma amin'izay rehetra mpitondra anareo sy ny olona masina rehetra. Izay an'Italia dia manao veloma anareo.Ho aminareo rehetra anie ny fahasoavana. Amena.
mg_59,1,26,"Raha misy manao azy ho mpivavaka, nefa tsy mamehy ny vavany, fa mamitaka ny fony, dia zava-poana ny fivavahan'izany olona izany.","Raha misy manao azy ho mpivavaka, nefa tsy mamehy ny vavany, fa mamitaka ny fony, dia zava-poana ny fivavahan'izany olona izany.Izao no fivavahana madio sady tsy misy loto eo anatrehan'Andriamanitra Ray: ny mamangy ny kamboty sy ny mpitondratena amin'ny fahoriany, sy ny miaro ny tena tsy hisy pentimpentina avy amin'izao tontolo izao."
mg_59,2,25,"Ary toy izany koa Rahaba janga, tsy nohamarinina tamin'ny asa va izy tamin'ny nandraisany ireny iraka ireny sy ny nampandehanany azy tamin'ny lalan-kafa?","Ary toy izany koa Rahaba janga, tsy nohamarinina tamin'ny asa va izy tamin'ny nandraisany ireny iraka ireny sy ny nampandehanany azy tamin'ny lalan-kafa?Fa maty ny tena, raha tsy misy fanahy, ary maty toy izany koa ny finoana, raha tsy misy asa."
mg_59,4,16,Fa izao dia mirehareha amin'ny fahasahianareo ianareo; ratsy ny fireharehana rehetra toy izany.,"Fa izao dia mirehareha amin'ny fahasahianareo ianareo; ratsy ny fireharehana rehetra toy izany.Koa izay mahalala hanao soa, nefa tsy manao, dia heloka ho azy izany."
mg_59,5,19,"Ry rahalahiko, raha misy eo aminareo miala amin'ny fahamarinana, ary misy anankiray mampibebaka azy,","Ry rahalahiko, raha misy eo aminareo miala amin'ny fahamarinana, ary misy anankiray mampibebaka azy,aoka ho fantany fa izay mampibebaka ny mpanota hiala amin'ny lalan'ny fahadisoany dia hamonjy fanahy tsy ho faty sady hanarona heloka be."
mg_6,1,17,Araka ny nihainoanay an'i Mosesy tamin'ny zavatra rehetra no hihainoanay anao koa; homba anao anie Jehovah Andriamanitrao tahaka ny nombany an'i Mosesy.,Araka ny nihainoanay an'i Mosesy tamin'ny zavatra rehetra no hihainoanay anao koa; homba anao anie Jehovah Andriamanitrao tahaka ny nombany an'i Mosesy.Izay rehetra mandà ny didinao ka tsy mihaino ny teninao amin'izay rehetra andidianao azy dia hatao maty; koa mahereza sy matanjaha ianao.
mg_6,2,23,"Dia niverina izy roa lahy ka nidina avy tany an-tendrombohitra, dia nita ny ony ary nankany amin'i Josoa, zanak'i Nona, ka nilaza ny zavatra rehetra izay efa nihatra taminy,","Dia niverina izy roa lahy ka nidina avy tany an-tendrombohitra, dia nita ny ony ary nankany amin'i Josoa, zanak'i Nona, ka nilaza ny zavatra rehetra izay efa nihatra taminy,ka hoy izy tamin'i Josoa: Efa natolotr'i Jehovah eo an-tanantsika tokoa ny tany rehetra; ary efa ketraka ny mponina rehetra amin'ny tany noho ny tahotra antsika."
mg_6,4,23,"Fa nataon'i Jehovah Andriamanitrareo maina ny falehan'ny rano Jordana teo anoloanareo mandra-pitanareo, dia tahaka ny nataon'i Jehovah Andriamanitrareo tamin'ny Ranomasina Mena, izay nataony maina teo anoloantsika mandra-pitantsika,","Fa nataon'i Jehovah Andriamanitrareo maina ny falehan'ny rano Jordana teo anoloanareo mandra-pitanareo, dia tahaka ny nataon'i Jehovah Andriamanitrareo tamin'ny Ranomasina Mena, izay nataony maina teo anoloantsika mandra-pitantsika,mba ho fantatry ny firenena rehetra ambonin'ny tany fa mahery ny tànan'i Jehovah, ary mba hatahorany an'i Jehovah Andriamanitrareo mandrakizay."
mg_6,5,14,"Dia hoy Izy: Tsia; fa Izaho dia Komandin'ny miaramilan'i Jehovah ka tonga aty ankehitriny. Dia niankohoka tamin'ny tany Josoa ka nanao taminy hoe: Inona no holazainao amin'ny mpanomponao, Tompokolahy ?","Dia hoy Izy: Tsia; fa Izaho dia Komandin'ny miaramilan'i Jehovah ka tonga atỳ ankehitriny. Dia niankohoka tamin'ny tany Josoa ka nanao taminy hoe: Inona no holazainao amin'ny mpanomponao, Tompokolahy ?Dia hoy Ilay Komandin'ny miaramilan'i Jehovah tamin'i Josoa: Esory amin'ny tongotrao ny kapanao; fa masina io tany ijanonanao io. Dia nataon'i Josoa izany."
mg_6,6,26,"Dia nilaza fanozonana Josoa tamin'izany andro izany ka nanao hoe: Ho voaozona eo anatrehan'i Jehovah izay olona mitsangana manorina ity tanàna Jeriko ity indray; ny ain'ny lahimatoany no ho sazin'ny hanorenany ny fanambaniny, ary ny ain'ny faralahiny no ho sazin'ny hananganany ny vavahadiny.","Dia nilaza fanozonana Josoa tamin'izany andro izany ka nanao hoe: Ho voaozona eo anatrehan'i Jehovah izay olona mitsangana manorina ity tanàna Jeriko ity indray; ny ain'ny lahimatoany no ho sazin'ny hanorenany ny fanambaniny, ary ny ain'ny faralahiny no ho sazin'ny hananganany ny vavahadiny.Ary Jehovah nomba an'i Josoa, ka niely tamin'ny tany rehetra ny lazany."
mg_6,7,25,Ary hoy Josoa: Adray ny loza nampidirinao taminay! Mba hahatonga loza aminao kosa Jehovah anio. Dia nitora-bato azy ny Isiraely rehetra ary nandoro ireny tamin'ny afo sady nanangom-bato teo amboniny.,Ary hoy Josoa: Adray ny loza nampidirinao taminay! Mba hahatonga loza aminao kosa Jehovah anio. Dia nitora-bato azy ny Isiraely rehetra ary nandoro ireny tamin'ny afo sady nanangom-bato teo amboniny.Dia nanao antontam-bato lehibe hanarona azy mandraka androany izy. Ary Jehovah dia nionona tamin'ny fahatezerany mirehitra. Izany no nanaovana ny anaran'izany tany mandraka androany hoe Lohasaha Akora.<n>[Akora = fampidiran-doza]</n>
mg_6,8,34,"Ary rehefa afaka izany, dia namaky ny tenin'ny lalàna rehetra izy, dia ny fitahiana sy ny fanozonana, araka izay rehetra voasoratra eo amin'ny bokin'ny lalàna.","Ary rehefa afaka izany, dia namaky ny tenin'ny lalàna rehetra izy, dia ny fitahiana sy ny fanozonana, araka izay rehetra voasoratra eo amin'ny bokin'ny lalàna.Tsy nisy teny tamin'izay rehetra nandidian'i Mosesy, izay tsy novakin'i Josoa teo anatrehan'ny fiangonana, dia ny Isiraely rehetra, mbamin'ny vehivavy sy ny ankizy madinika ary ny vahiny izay teo aminy."
mg_6,9,26,"Dia nanao izany taminy izy ka namonjy azy tamin'ny tanan'ny Zanak'Isiraely, mba tsy hahafaty azy ireo.","Dia nanao izany taminy izy ka namonjy azy tamin'ny tanan'ny Zanak'Isiraely, mba tsy hahafaty azy ireo.Dia natolotr'i Josoa tamin'izany andro izany ireo ho mpikapa hazo sy ho mpantsaka rano ho an'ny fiangonana sy ho an'ny alitaran'i Jehovah mandraka androany eo amin'ny tany izay hofidiny."
mg_6,10,42,"Ary ireo mpanjaka rehetra ireo sy ny taniny dia azon'i Josoa indray mandeha, satria Jehovah, Andriamanitry ny Isiraely, no niady ho an'ny Isiraely.","Ary ireo mpanjaka rehetra ireo sy ny taniny dia azon'i Josoa indray mandeha, satria Jehovah, Andriamanitry ny Isiraely, no niady ho an'ny Isiraely.Dia niverina Josoa sy ny Isiraely rehetra teo aminy ho any an-toby tany Gilgala."
mg_6,11,22,Tsy nisy sisa tany amin'ny tanin'ny Zanak'Isiraely ny Anakita; fa tany Gaza sy Gata ary Asdoda ihany no mbola nisy sisa.,"Tsy nisy sisa tany amin'ny tanin'ny Zanak'Isiraely ny Anakita; fa tany Gaza sy Gata ary Asdoda ihany no mbola nisy sisa.Dia lasan'i Josoa avokoa ny tany rehetra, araka izay rehetra nolazain'i Jehovah tamin'i Mosesy; ary nomen'i Josoa ho lovan'ny Isiraely izany, araka ny fizaran'ny fireneny. Dia nitsahatra ny ady ka nandry ny tany."
mg_6,12,23,"ny mpanjakan'i Dora eo amin'ny havoan'i Dora, iray; ny mpanjakan'ny firenen-tsamy hafa any Gilgala, iray;","ny mpanjakan'i Dora eo amin'ny havoan'i Dora, iray; ny mpanjakan'ny firenen-tsamy hafa any Gilgala, iray;ny mpanjakan'i Tirza, iray. Iraika amby telo-polo no isan'ny mpanjaka rehetra."
mg_6,13,32,Ireo no voazaran'i Mosesy ho lova tany Arbota-moaba an-dafy atsinanan'i Jordana tandrifin'i Jeriko.,"Ireo no voazaran'i Mosesy ho lova tany Arbota-moaba an-dafy atsinanan'i Jordana tandrifin'i Jeriko.Ary ny firenen'i Levy tsy mba nomen'i Mosesy lova; fa Jehovah, Andriamanitry ny Isiraely, no lovany, araka izay efa nolazainy taminy."
mg_6,14,14,"Izany no nahatongavan'i Hebrona ho lovan'i Kaleba, zanak'i Jefone, Kenizita, mandraka androany satria tanteraka tamin'ny fanarahana an'i Jehovah, Andriamanitry ny Isiraely, izy.","Izany no nahatongavan'i Hebrona ho lovan'i Kaleba, zanak'i Jefone, Kenizita, mandraka androany satria tanteraka tamin'ny fanarahana an'i Jehovah, Andriamanitry ny Isiraely, izy.Ary tanànan'Arba no anaran'i Hebrona taloha; ilay lehilahy vaventy tamin'ny Anakita izany Arba izany. Dia nandry ny tany ka tsy nisy ady intsony.<n>[Na: Kiriat-arba; izahao Jos. xv. 54]</n>"
mg_6,15,62,sy Nibsana sy ilay Tanànantsira ary En-jedy: tanàna enina sy ny zana-bohiny.,"sy Nibsana sy ilay Tanànantsira ary En-jedy: tanàna enina sy ny zana-bohiny.Ary ny amin'ny Jebosita, mponina any Jerosalema, dia tsy naharoaka azy ny taranak'i Joda; fa miara-monina amin'ny taranak'i Joda any Jerosalema mandraka androany izy ireny."
mg_6,16,9,"mbamin'ny tanàna natokana ho an'ny taranak'i Efraima teo amin'ny lovan'ny taranak'i Manase koa, dia ny tanàna rehetra mbamin'ny zana-bohiny.","mbamin'ny tanàna natokana ho an'ny taranak'i Efraima teo amin'ny lovan'ny taranak'i Manase koa, dia ny tanàna rehetra mbamin'ny zana-bohiny.Ary tsy nandroaka ny Kananita izay nonina tany Gazera izy; fa monina eo amin'i Efraima ny Kananita mandraka androany ka ampanaovina fanompoana."
